,name
3079,Phillip Hayes (Earth-616)
3080,Aaron MacKenzie (Earth-616)
3081,Black Knight (Young Masters) (Earth-616)
3082,Dagan Shah (Earth-616)
3083,Father (Earth-616)
3084,Katherine Glover (Earth-616)
3085,Nighteyes (Earth-616)
3086,Quickshot (Earth-616)
3087,Tier Sinclair (Earth-616)
3088,Visigoth (Earth-616)
3089,Kashmir Vennema (Earth-616)
3090,Thori (Earth-616)
3091,Andrea Benton (Earth-616)
3092,Charlie Cluster-7 (Cluster) (Earth-616)
3093,Kaelynn Alexander (Earth-616)
3094,Axel Asher (Earth-616)
3095,Ben Gallagher (Earth-616)
3096,Paul Anselm (Earth-616)
3097,Rick Mason (Earth-616)
3098,Ebony Maw (Earth-616)
3099,Harrison Snow (Earth-616)
3100,Monica Chang (Earth-616)
3101,Udarnik (Earth-616)
3102,Hirohito (Earth-616)
3103,Marla Drake (Earth-616)
3104,Tommy Tyme (Earth-616)
3105,Victoria Murdock (Earth-616)
3106,Arizona Annie (Earth-616)
3107,Soapy (Earth-616)
3108,Googam (Earth-616)
3109,Goom (Earth-616)
3110,Grogg (Earth-616)
3111,Carl Zante (Earth-616)
3112,Scarlet Beetle (Earth-616)
3113,Ve Borson (Earth-616)
3114,Vili Borson (Earth-616)
3115,Boris Turgenov (Earth-616)
3116,Franz Gruber (Earth-616)
3117,Rama Kaliph (Earth-616)
3118,Zoltan Drago (Earth-616)
3119,August Hopper (Earth-616)
3120,John Robert Keane (Earth-616)
3121,Porga (Earth-616)
3122,Flint (Goon) (Earth-616)
3123,Gary Buser (Earth-616)
3124,Jerome Hamilton (Scientist) (Earth-616)
3125,Kraken (Earth-616)
3126,Lurking Unknown (Earth-616)
3127,Lyndon Johnson (Earth-616)
3128,Charles Benton (Earth-616)
3129,Randau (Earth-616)
3130,Equilibrius (Earth-616)
3131,Galaxy Master (Earth-616)
3132,Karthon (Earth-616)
3133,Dark-Crawler (Earth-616)
3134,Nameless One (Undying Ones Leader) (Earth-616)
3135,William Carver (Earth-616)
3136,Borna (Earth-616)
3137,Fafnir Hellhand (Earth-616)
3138,Bart Slade (Earth-616)
3139,Clifton Graves (Earth-616)
3140,Donald Sample (Earth-616)
3141,Kid Cassidy (Earth-616)
3142,Michael Kelly (Earth-616)
3143,Roland Hamilton (Earth-616)
3144,Shades (Earth-616)
3145,Amon (Horse) (Earth-616)
3146,Bertha (Earth-616)
3147,Hecate (Horse) (Earth-616)
3148,Horatio Walters (Earth-616)
3149,Joshua Kale (Earth-616)
3150,Moondark (Earth-616)
3151,Set (Horse) (Earth-616)
3152,Grover Raymond (Earth-616)
3153,Melinda Morrison (Earth-616)
3154,Piranha (Earth-616)
3155,Slifer (Earth-616)
3156,Tim Stuart (Earth-616)
3157,Zenobia (Earth-616)
3158,Ann Reynolds (Earth-616)
3159,Isis (Deity) (Earth-616)
3160,Jeff Turner (Earth-616)
3161,Kierrok (Earth-616)
3162,Raymond Corey (Earth-616)
3163,Anton Lupeski (Earth-616)
3164,Barry Bauman (Earth-616)
3165,Harry Key (Earth-616)
3166,Rhomann Dey (Earth-616)
3167,Yuri Petrovitch (Earth-616)
3168,Gazelle (Scratch) (Earth-616)
3169,Harmony Whyte (Earth-616)
3170,James Carter (Earth-616)
3171,Kerwin Korman (Earth-616)
3172,Taurus (LMD) (Earth-616)
3173,Nereel (Earth-616)
3174,April Maye (Earth-616)
3175,Charles Snow (Earth-616)
3176,Chip Martin (Earth-616)
3177,Maggie Jones (Earth-616)
3178,Phillip Barnett (Earth-616)
3179,Walter Hardy (Earth-616)
3180,Ralph Hutchins (Earth-616)
3181,Yu-Huang (Earth-616)
3182,Ahpuch (Earth-616)
3183,Indries Moomji (Earth-616)
3184,Edward Cobert (Earth-616)
3185,Ian McNee (Earth-616)
3186,Ika (Earth-616)
3187,Kalibar (Earth-616)
3188,Lavour (Earth-616)
3189,Michael Silk (Earth-616)
3190,Moltar (Earth-616)
3191,Ogeode (Earth-616)
3192,Vola (Earth-616)
3193,Warbow (Crystalium) (Earth-616)
3194,Chief Examiner (Earth-616)
3195,Frank Rambeau (Earth-616)
3196,MX39147 (Earth-616)
3197,Naze (Earth-616)
3198,Raunch (Earth-616)
3199,Silverhoof (Earth-616)
3200,Slash (Earth-616)
3201,Alice Nugent (Earth-616)
3202,Annalee (Earth-616)
3203,Ethan Thurm (Earth-616)
3204,Flosi (Earth-616)
3205,Hydra (Olympian Beast) (Earth-616)
3206,Norman Webster (Earth-616)
3207,Rolfe (Asgardian) (Earth-616)
3208,Somon (Earth-616)
3209,Armand Martel (Earth-616)
3210,Elizabeth Guthrie (Earth-616)
3211,Kaleb (Earth-616)
3212,Kendra Louise Price (Earth-616)
3213,Melanie Killgrave (Earth-616)
3214,Nicholas Grossman (Earth-616)
3215,Benjamin Beckley (Earth-616)
3216,Brainstorm (Jimmy) (Earth-616)
3217,Darby Dean (Earth-616)
3218,Grog (Earth-616)
3219,Michael Berengetti (Earth-616)
3220,Pamela Shaw (Earth-616)
3221,Punchout (Earth-616)
3222,Scab (Tim) (Earth-616)
3223,Susan Dean (Earth-616)
3224,Toko (Earth-616)
3225,Trista (Earth-616)
3226,William Conover (Earth-616)
3227,Wipeout (Earth-616)
3228,Jacob Reisz (Earth-616)
3229,Mako (Project Ultra-Tech) (Earth-616)
3230,Mitchell Godey (Earth-616)
3231,Muzzafar Lambert (Earth-616)
3232,Tai (Madripoor) (Earth-616)
3233,Illarion Pavlovich Ramskov (Earth-616)
3234,Juvan (Earth-616)
3235,Leeann Foreman (Earth-616)
3236,Lynn Church (Earth-616)
3237,Sean Watanabe (Earth-616)
3238,Zon (Earth-616)
3239,Angela Golden (Earth-616)
3240,Diego Casseas (Earth-616)
3241,Harry Lennox (Earth-616)
3242,Joss Shappe (Earth-616)
3243,Marco Delgado (Earth-616)
3244,Su Yin (Earth-616)
3245,Agony (Hellbent) (Earth-616)
3246,Artys-Gran (Earth-616)
3247,Galen-Kor (Earth-616)
3248,Matthew Murdock (Hellspawn) (Earth-616)
3249,Mikal Drakonmegas (Earth-616)
3250,Myla (Earth-616)
3251,Occulus (Earth-616)
3252,Perez (Earth-616)
3253,Diabolique (Earth-616)
3254,Gregory Terraerton (Earth-616)
3255,Jacques Girard (Earth-616)
3256,Josef Huber (Earth-616)
3257,Maya Teraxtola (Earth-616)
3258,Rayna Piper (Earth-616)
3259,Bellam (Earth-616)
3260,Shigeru Ezaki (Clone) (Earth-616)
3261,Ann Herd (Earth-616)
3262,Lizard (Creature) (Earth-616)
3263,Hybrid (Symbiote) (Earth-616)
3264,Mroht (Earth-616)
3265,Pyllar (Earth-616)
3266,Roust (Earth-616)
3267,Tanya Trask (Earth-616)
3268,Virginia Potts (Heroes Reborn) (Earth-616)
3269,Bux (Earth-616)
3270,Francisco Fuentes (Earth-616)
3271,Galactus (Heroes Reborn) (Earth-616)
3272,Jam (Earth-616)
3273,Madam Qwa (Earth-616)
3274,Marita (Earth-616)
3275,Megan McLaren (Earth-616)
3276,Overboss Dixon (Earth-616)
3277,Ajax (Francis) (Earth-616)
3278,Hescamar (Earth-616)
3279,Lavinia LeBlanc (Earth-616)
3280,Majeston Zelia (Earth-616)
3281,Astra (Mutant) (Earth-616)
3282,Donna Bliss (Earth-616)
3283,Esperanza Ling (Earth-616)
3284,Joan the Mouse (Earth-616)
3285,Samantha Dunbar (Heroes Reborn) (Earth-616)
3286,Darian Elliott (Earth-616)
3287,Fiona Knoblach (Earth-616)
3288,Paul Hark (Earth-616)
3289,Wayne Markley (Earth-616)
3290,Agent Pratt (Earth-616)
3291,Black Swan (Earth-616)
3292,Elizabeth Bondi (Earth-616)
3293,Garrison Klum (Earth-616)
3294,Maureen Lyszinski (Earth-616)
3295,Sandra Verdugo (Earth-616)
3296,Shathra (Earth-616)
3297,Destiny Gonzales (Earth-616)
3298,Host (Pathogen) (Earth-616)
3299,Chamayra Ortega (Earth-616)
3300,Fallen One (Herald) (Earth-616)
3301,John Zander (Earth-616)
3302,Augustus (Earth-616)
3303,Ayna Sareva (Earth-616)
3304,Charles Weiderman (Earth-616)
3305,Eurystheus (Earth-616)
3306,Rebbecca Kaplan (Earth-616)
3307,Sarah Kinney (Earth-616)
3308,Vincent (Sisterhood of the Wasp) (Earth-616)
3309,Curtis Doyle (Earth-616)
3310,Lucas Cross (Earth-616)
3311,Rajani Dhama (Earth-616)
3312,Elizabeth Sooner (Earth-616)
3313,John Maddox (Earth-616)
3314,Mulholland Black (Earth-616)
3315,Artume (Earth-616)
3316,Fraktur (Earth-616)
3317,Legba (Eternal) (Earth-616)
3318,Madeleine Michaels (Earth-616)
3319,Marina Zane (Earth-616)
3320,Bentley Newton (Earth-616)
3321,Bill (A.I.M. Agent) (Earth-616)
3322,Hl\u00f6kk (Earth-616)
3323,Isaac Newton (Earth-616)
3324,Jacob Feinman (Earth-616)
3325,Leonid (Earth-616)
3326,Brad Dodge (Earth-616)
3327,Donna Kiel (Earth-616)
3328,Harper Simmons (Earth-616)
3329,Hydra Queen (Grace) (Earth-616)
3330,Inka (Earth-616)
3331,Sanjay (Earth-616)
3332,Splitlip (Earth-616)
3333,Wade Wilson (Evil Deadpool) (Earth-616)
3334,Leonid Novokov (Earth-616)
3335,Caroline le Fay (Earth-616)
3336,Eimin Worthington (Earth-616)
3337,Recording Observation Bot (Earth-616)
3338,Uriel Worthington (Earth-616)
3339,Kevin Trublood (Earth-616)
3340,Dimitrios (Earth-616)
3341,Shiklah (Earth-616)
3342,Leonard Gade (Earth-616)
3343,Merzah (Earth-616)
3344,William Carmody (Earth-616)
3345,Dan Kane (Earth-616)
3346,George Washington (Earth-616)
3347,Matthew Grayson (Earth-616)
3348,Arrow (Earth-616)
3349,Cliff Macklin (Earth-616)
3350,David Laramee (Earth-616)
3351,Gitche Manitou (Earth-616)
3352,Captain Stone (Earth-616)
3353,Harry Sikes (Earth-616)
3354,Grottu (Earth-616)
3355,Taboo (Extraterrestrial) (Earth-616)
3356,Zzutak (Earth-616)
3357,Charles Stanton (Earth-616)
3358,Buri (Asgardian) (Earth-616)
3359,Jason Cragg (Earth-616)
3360,Wilhelm van Vile (Earth-616)
3361,Jinku (Earth-616)
3362,Red Hargrove (Earth-616)
3363,Slade (Earth-616)
3364,Vuk (Earth-616)
3365,Hans Rooten (Earth-616)
3366,Lucky Lobo (Earth-616)
3367,Sharon Xavier (Earth-616)
3368,Siegfried Farber (Earth-616)
3369,Dominus (Earth-616)
3370,Lyan (Earth-616)
3371,Seeker (Inhuman) (Earth-616)
3372,Johnny Carson (Earth-616)
3373,Tom Regal (Earth-616)
3374,Trung Tuan (Earth-616)
3375,General Bridges (Earth-616)
3376,Tomazooma (Robot) (Earth-616)
3377,Robert Chalmers (Earth-616)
3378,Slave Master (Earth-616)
3379,Brett Sabre (Earth-616)
3380,Faceless One (Earth-616)
3381,Golem (Statue) (Earth-616)
3382,Grand Vizier (Polemachus) (Earth-616)
3383,Melvin Scarbo (Earth-616)
3384,Ka-Nu (Earth-616)
3385,Kaanuub (Earth-616)
3386,Doc Watson (Earth-616)
3387,Howard Shigeta (Earth-616)
3388,Laurie Livingston (Earth-616)
3389,Linda Donaldson (Earth-616)
3390,Reva Connors (Earth-616)
3391,Rex Carpenter (Earth-616)
3392,Alexi Skarab (Earth-616)
3393,Derek McDowell (Earth-616)
3394,Franklin Armstrong Schist (Earth-616)
3395,Hathor-Sekhmet (Earth-616)
3396,Maria Dracula (Earth-616)
3397,Sui-San (Earth-616)
3398,Turac (Earth-616)
3399,Daemond (Earth-616)
3400,Gregori Kronski (Earth-616)
3401,Grigar (Earth-616)
3402,Richard Harper (Earth-616)
3403,Roscoe Simons (Earth-616)
3404,William Turner (Earth-616)
3405,Gerald Ford (Earth-616)
3406,Iridia (Earth-616)
3407,Julian Phyffe (Earth-616)
3408,Melf (Earth-616)
3409,Ramon de Rico (Earth-616)
3410,Arides (Earth-616)
3411,Erik Gelden (Earth-616)
3412,Floyd Mangles (Earth-616)
3413,Gorr (New Men) (Earth-616)
3414,Achmed Korba (Earth-616)
3415,Esteban Carracus (Earth-616)
3416,Hecate (Earth-616)
3417,Leo (LMD) (Earth-616)
3418,Libra (LMD) (Earth-616)
3419,Belathauzer (Earth-616)
3420,Priscilla Dolly (Earth-616)
3421,Utgard-Loki (Earth-616)
3422,Virako (Earth-616)
3423,Thoran Rul (Earth-616)
3424,Clifford Michaels (Earth-616)
3425,Fafnir (Frost Giant) (Earth-616)
3426,Hodiak (Earth-616)
3427,John Daltry (Earth-616)
3428,Lou Monkton (Earth-616)
3429,August Masters (Earth-616)
3430,Beverly Cross (Earth-616)
3431,Biff Rifkin (Earth-616)
3432,Dherk (Earth-616)
3433,Kirigi (Earth-616)
3434,Nanna (Asgardian) (Earth-616)
3435,Nell Jones (Earth-616)
3436,Paul Jansen (Earth-616)
3437,Hyper-Ultronic Brain Employing Randomized Tracings (Earth-616)
3438,Myron Wilburn (Earth-616)
3439,Null the Living Darkness (Earth-616)
3440,Nurse Stevens (Earth-616)
3441,Tom\u00e1s Ram\u00edrez (Earth-616)
3442,Feldspar (Earth-616)
3443,Nina da Costa (Earth-616)
3444,Volx (Earth-616)
3445,Friedrich von Roehm (Earth-616)
3446,Healer (Earth-616)
3447,Maraud (Earth-616)
3448,Philip Watson (Earth-616)
3449,Roger Willis (Earth-616)
3450,Baba Yaga (Earth-616)
3451,Cybele (Earth-616)
3452,Gudrun (Asgardian) (Earth-616)
3453,Kariooq (Earth-616)
3454,Kura (Earth-616)
3455,O.Z. Chase (Earth-616)
3456,Piper (Morlock) (Earth-616)
3457,Black Raazer (Earth-616)
3458,Glynis Zarkov (Earth-616)
3459,Ilya Zarkov (Earth-616)
3460,Jack Brennan (Earth-616)
3461,Lewis Haywerth (Earth-616)
3462,Sharon Banks (Earth-616)
3463,Simeon (Earth-616)
3464,Urthona (Earth-616)
3465,Anya Eisenhardt (Earth-616)
3466,Bill (Lobster) (Earth-616)
3467,Cort Zo Tinnus (Earth-616)
3468,Daniel Bannion (Earth-616)
3469,Thomas Bannion (Earth-616)
3470,Alex (Inferno Baby) (Earth-616)
3471,Crotus (Earth-616)
3472,Dei Guan (Earth-616)
3473,Exitar (Earth-616)
3474,Gerald Stone (Earth-616)
3475,Infectia (Josephine) (Earth-616)
3476,James Kincaid (Earth-616)
3477,Jody Choate (Earth-616)
3478,Kwaku Anansi (Earth-616)
3479,Lloyd Zahner (Earth-616)
3480,Marc Riemer (Earth-616)
3481,Michael Phillips (Earth-616)
3482,Sandy Kintzler (Earth-616)
3483,Shauna (Earth-616)
3484,Gina Dyson (Earth-616)
3485,Lian Shen (Earth-616)
3486,Ray Lippert (Earth-616)
3487,Worm (Savage Land Mutate) (Earth-616)
3488,Beatta Dubiel (Earth-616)
3489,Danielle Forte (Earth-616)
3490,Jorrma (Earth-616)
3491,Joseph Trinity (Earth-616)
3492,Purple Hayes (Earth-616)
3493,Allen Marc Yuric (Earth-616)
3494,Argus LaVecchio (Earth-616)
3495,Aya Komatsu (Earth-616)
3496,Broderick Bazin (Earth-616)
3497,Chainsaw (Earth-616)
3498,Guy Cross-Wallace (Earth-616)
3499,Impala (Earth-616)
3500,Jonin (Earth-616)
3501,Markus Ettlinger (Earth-616)
3502,Nadia Dornova (Earth-616)
3503,Norman Harrison (Earth-616)
3504,Origin (Earth-616)
3505,Steve Rubino (Earth-616)
3506,Anthony Grant (Earth-616)
3507,Ayla Ranefer (Earth-616)
3508,Dargin Bokk (Earth-616)
3509,Dwarf (Earth-616)
3510,Marlene McKenna (Earth-616)
3511,Segismund Joshua (Earth-616)
3512,Tigerstryke (Mitchell) (Earth-616)
3513,Black Axe (Earth-616)
3514,Darklore (Earth-616)
3515,Dylon-Cir (Earth-616)
3516,Edward Passim (Earth-616)
3517,Priapus (Earth-616)
3518,Skeletron (Earth-616)
3519,William Hastings (Earth-616)
3520,Advisor (Earth-616)
3521,Carlos Cruz (Earth-616)
3522,Cartier St. Croix (Earth-616)
3523,Cassiopeia (Pantheon) (Earth-616)
3524,Deluge (Avatars) (Earth-616)
3525,Doris Jacquet (Earth-616)
3526,Dusk (Demon) (Earth-616)
3527,Foundry (Avatars) (Earth-616)
3528,Kateri Deseronto (Earth-616)
3529,Lich (Earth-616)
3530,Talos (Earth-616)
3531,Zefra (Earth-616)
3532,Derek Smalls (Earth-616)
3533,Eelak (Earth-616)
3534,Hal Flynt (Earth-616)
3535,Morfex (Earth-616)
3536,Wendy Christiansen (Earth-616)
3537,William Destine (Earth-616)
3538,Amora (Heroes Reborn) (Earth-616)
3539,Cary St. Lawrence (Earth-616)
3540,Daria (Earth-616)
3541,Gomurr (Earth-616)
3542,Leonard Samson (Heroes Reborn) (Earth-616)
3543,Sledge (Earth-616)
3544,Victor von Doom (Heroes Reborn) (Earth-616)
3545,Delphis (Earth-616)
3546,Hunger (Crown) (Earth-616)
3547,Lian Goh (Earth-616)
3548,M9 (Nina) (Earth-616)
3549,Mark Howard (Earth-616)
3550,Cerebro (Founder) (Earth-616)
3551,Ilaney Brukner (Earth-616)
3552,Wilhelmina Lumpkin (Earth-616)
3553,Aria (Earth-616)
3554,Badd Axe (Earth-616)
3555,Bounty (Humanoid) (Earth-616)
3556,Mercedes Wilson (Earth-616)
3557,Pagan (Earth-616)
3558,Ranger (Terrorist) (Earth-616)
3559,Theodore Twaki (Earth-616)
3560,Yoshiro Hachiman (Earth-616)
3561,Amanda Mueller (Earth-616)
3562,Ameiko Sabuki (Earth-616)
3563,Ashley Martin (Earth-616)
3564,Elite (Vigilante Squad) (Earth-616)
3565,Hector Ridondo (Earth-616)
3566,Neffethesk (Earth-616)
3567,Vradec (Earth-616)
3568,Maguire Beck (Earth-616)
3569,Sharon Ginsberg (Earth-616)
3570,Andrea Margulies (Earth-616)
3571,Bobby Soul (Earth-616)
3572,Cameron Palmer (Earth-616)
3573,Dallas Gibson (Earth-616)
3574,Elizabeth Kendal (Earth-616)
3575,Gail Collins (Earth-616)
3576,Henry Pierce (Earth-616)
3577,Ian Kendall (Earth-616)
3578,Jeffrey Garrett (Earth-616)
3579,Robbie Rodriguez (Earth-616)
3580,Callie Betto (Earth-616)
3581,Edward Mulligan (Earth-616)
3582,Edward Tancredi (Earth-616)
3583,Hanna Levy (Earth-616)
3584,Mar (Earth-616)
3585,Mark Sheppard (Earth-616)
3586,Native (Earth-616)
3587,Thunder (Major Mapleleaf) (Earth-616)
3588,Gabriel Vargas (Earth-616)
3589,Hunter (Pride) (Earth-616)
3590,Megan Kinney (Earth-616)
3591,Micah (Earth-616)
3592,Stretch (Earth-616)
3593,Stu Cicero (Earth-616)
3594,Adam Harkins (Earth-616)
3595,Cru (Earth-616)
3596,Dirk Anger (Earth-616)
3597,Jeremiah Muldoon (Earth-616)
3598,Kerberos (Earth-616)
3599,Nathaniel Briggs (Earth-616)
3600,Dennis Murray (Earth-616)
3601,Elizabeth Benning (Earth-616)
3602,Leon Murtaugh (Earth-616)
3603,Tinkabelinos Hardleg (Earth-616)
3604,Blackagar Boltagon (Skrull) (Earth-616)
3605,Citadel (Earth-616)
3606,Freak (Vagrant) (Earth-616)
3607,James Madrox (Cortex) (Earth-616)
3608,Argus (Earth-616)
3609,Ashcroft (A.I.M.) (Earth-616)
3610,Blake (A.I.M.) (Earth-616)
3611,Bouncing Betty (Earth-616)
3612,Gustavo Zapata (Earth-616)
3613,Lobe (Earth-616)
3614,Rigo Zapata (Earth-616)
3615,Twitchy (Earth-616)
3616,Unspoken (Earth-616)
3617,Charles Ulysses (Earth-616)
3618,Eric Solvang (Earth-616)
3619,Founder (Red Right Hand) (Earth-616)
3620,Ninja (Red Right Hand) (Earth-616)
3621,Old Woman (Red Right Hand) (Earth-616)
3622,Son (Red Right Hand) (Earth-616)
3623,William Downing (Earth-616)
3624,Xarus (Earth-616)
3625,Amanda von Doom (Earth-616)
3626,Buck Lime (Earth-616)
3627,Christian Poulsen (Earth-616)
3628,Hel Wolf (Earth-616)
3629,Sanjar Javeed (Earth-616)
3630,Scorn (Symbiote) (Earth-616)
3631,Winsor (Earth-616)
3632,Joelle (Earth-616)
3633,Sigurd (Bor) (Earth-616)
3634,Weapon III (Earth-616)
3635,Agent Gorman (Earth-616)
3636,Carrie (Nova) (Earth-616)
3637,Charles Cotta (Earth-616)
3638,Gorr (God Butcher) (Earth-616)
3639,Henry Ackerdson (Earth-616)
3640,Abigail Burns (Earth-616)
3641,Faira Sar Namora (Earth-616)
3642,Gordon Nobili (Earth-616)
3643,Offer (Earth-616)
3644,Patriot (Entity) (Earth-616)
3645,Carl Burgess (Earth-616)
3646,Marvex the Super-Robot (Earth-616)
3647,Don Stevens (Earth-616)
3648,Florence von Ward (Earth-616)
3649,Jerry Hunter (Earth-616)
3650,Albert Jones (Earth-616)
3651,Jeff Dix (Earth-616)
3652,John Watkins (Earth-616)
3653,Louis Remiens (Earth-616)
3654,Rex Herr (Earth-616)
3655,Richard I (Earth-616)
3656,Rusty Randolph (Earth-616)
3657,Major Cullen (Earth-616)
3658,Donna Garth (Earth-616)
3659,Man-oo (Earth-616)
3660,Philip Wing (Earth-616)
3661,Waku (Earth-616)
3662,Droom (Earth-616)
3663,Orrgo (Earth-616)
3664,Rorgg (Earth-616)
3665,"Benjamin Grimm (Skrull, Cow) (Earth-616)"
3666,Igor Drenkov (Earth-616)
3667,"Jonathan Storm (Skrull, Cow) (Earth-616)"
3668,Margus (Earth-616)
3669,"Reed Richards (Skrull, Cow) (Earth-616)"
3670,B. J. Kosmojian (Earth-616)
3671,Molto (Earth-616)
3672,Valtrauta (Earth-616)
3673,Blackie Gaxton (Earth-616)
3674,Infant Terrible (Earth-616)
3675,Oshtur (Earth-616)
3676,Rabble Rouser (Weinberg) (Earth-616)
3677,Wilson Allan (Earth-616)
3678,Ernst Mueller (Earth-616)
3679,Fritz von Sydow (Earth-616)
3680,Gregson Gilbert (Earth-616)
3681,Ludwig Schroeder (Earth-616)
3682,Manfred Adler (Earth-616)
3683,Otto Rabe (Earth-616)
3684,Tiboro (Earth-616)
3685,Abraham Lincoln (Earth-616)
3686,Bornag Royale (Earth-616)
3687,Juan Meroz (Earth-616)
3688,Tri-Man (Earth-616)
3689,Brona (Earth-616)
3690,Caldwell Rozza (Earth-616)
3691,Magnir (Earth-616)
3692,Gerhard Winkler (Earth-616)
3693,Jeremy Logan (Earth-616)
3694,Krimonn (Earth-616)
3695,Super-Humanoid (Earth-616)
3696,Valeria (Latverian) (Earth-616)
3697,Igron (Earth-616)
3698,Marcus Lassiter (Earth-616)
3699,Yeti (Inhuman) (Earth-616)
3700,Rafe Michel (Earth-616)
3701,Richard Janus (Earth-616)
3702,Stoneface (Earth-616)
3703,Tagak (Earth-616)
3704,Astrella Carpenter (Earth-616)
3705,Danny French (Earth-616)
3706,Jake Jensen (Earth-616)
3707,Bi-Beast (Earth-616)
3708,Janice Carr (Earth-616)
3709,Kamuu (Ancient Atlantis) (Earth-616)
3710,Lou Hackett (Earth-616)
3711,Lucy Westenra (Earth-616)
3712,Mrs. Jenks (Earth-616)
3713,Ningal (Earth-616)
3714,Ronald McAllister (Earth-616)
3715,Victor von Doom (Counter-Earth) (Earth-616)
3716,Xorr the God-Jewel (Earth-616)
3717,Zartra (Ancient Atlantis) (Earth-616)
3718,Annie Christopher (Earth-616)
3719,Dude Jensen (Earth-616)
3720,Jean Claude Pennysworth (Earth-616)
3721,Joseph Jennings (Earth-616)
3722,Miles Olddann (Earth-616)
3723,Ninja (Earth-616)
3724,Ralph Caccone (Earth-616)
3725,Carson Collier Senior (Earth-616)
3726,Heater Delight (Earth-616)
3727,Ronald English (Earth-616)
3728,Scimitar (Earth-616)
3729,William Hao (Earth-616)
3730,Angus MacWhirter (Earth-616)
3731,Aquarius (LMD) (Earth-616)
3732,Dromedan (Earth-616)
3733,James Callaghan (Earth-616)
3734,Laralei (Earth-616)
3735,Nigel Pigman (Earth-616)
3736,Valerie Campbell (Earth-616)
3737,Abd-el-Hazred (Earth-616)
3738,Geri (Earth-616)
3739,Gladstone Hawkins (Earth-616)
3740,Peter Spaulding (Earth-616)
3741,Victor von Doom (Clone) (Earth-616)
3742,Combatra (Earth-616)
3743,Dangard Ace (Earth-616)
3744,Deathlok (Robot) (Earth-616)
3745,Lady Lotus (Earth-616)
3746,Prime Director (Earth-616)
3747,Raydeen (Earth-616)
3748,Steven Coffin (Earth-616)
3749,Tanak Valt (Earth-616)
3750,Bel-Dann (Earth-616)
3751,Dolly Donahue (Earth-616)
3752,Jill Stevens (Earth-616)
3753,Karas (Earth-616)
3754,Lou Snider (Earth-616)
3755,Rupert Dockery (Earth-616)
3756,Vishnu (Hindu Deity) (Earth-616)
3757,Avarrish (Earth-616)
3758,Ernest Carrothers (Earth-616)
3759,Fashima (Earth-616)
3760,Jonathan Darque (Earth-616)
3761,Manfred Haller (Earth-616)
3762,Charon (Olympian) (Earth-616)
3763,Franz Mittelstaedt (Earth-616)
3764,Juliana Sandoval (Earth-616)
3765,Martha Lund (Earth-616)
3766,Sophie Lund (Earth-616)
3767,Wal Rus (Earth-616)
3768,Annie Wheeler (Earth-616)
3769,Ed Wheeler (Earth-616)
3770,Kenji Oyama (Earth-616)
3771,Dragonrider (Earth-616)
3772,Ernest St. Ives (Earth-616)
3773,Hoodwink (Earth-616)
3774,Madeline Watson (Earth-616)
3775,Maria Rambeau (Earth-616)
3776,Max Rocker (Earth-616)
3777,Nidhogg (Earth-616)
3778,Chiantang (Earth-616)
3779,Scion (Earth-616)
3780,Tolomaq (Earth-616)
3781,Valdemar Tykkio (Earth-616)
3782,Yorgon Tykkio (Earth-616)
3783,Derek Freeman (Earth-616)
3784,Solaise (Earth-616)
3785,Wendy Sherman (Earth-616)
3786,David Stack (Earth-616)
3787,Jonathan Gallagher (Earth-616)
3788,Maht Pacle (Earth-616)
3789,Prometheus (Earth-616)
3790,Samuel Smith (Earth-616)
3791,Ani-Mator (Earth-616)
3792,Bob (Inferno Baby) (Earth-616)
3793,Jacob Eichorn (Earth-616)
3794,Jason McCall (Earth-616)
3795,Maw (Inferno Baby) (Earth-616)
3796,Roche (Earth-616)
3797,Black Shadow (Earth-616)
3798,Elmer Gore (Earth-616)
3799,Jody Putt (Earth-616)
