,name,ID,HAIR
1926,James Wa (Earth-616),Public Identity,Black Hair
1927,Li Hua (Earth-616),,Black Hair
1928,Aleksandra Nikolaevna (Earth-616),Secret Identity,Black Hair
1929,Alisande Morales (Earth-616),No Dual Identity,Black Hair
1930,Anti-Venom (Symbiote) (Earth-616),,No Hair
1931,Screwball (Earth-616),Secret Identity,Purple Hair
1932,Adam Brashear (Earth-616),Secret Identity,Black Hair
1933,Annie (LMD) (Earth-616),Secret Identity,Red Hair
1934,George Tarleton (M.O.D.O.K. Superior) (Earth-616),Secret Identity,Bald
1935,Drusilla (Earth-616),Public Identity,Black Hair
1936,Tamara Devoux (Earth-616),Public Identity,Black Hair
1937,Shogo Lee (Earth-616),No Dual Identity,Black Hair
1938,Zar (Earth-616),No Dual Identity,Brown Hair
1939,Dynamic Man (Earth-616),Secret Identity,Blond Hair
1940,John Steele (American Soldier) (Earth-616),No Dual Identity,Black Hair
1941,Della Mason (Earth-616),No Dual Identity,Black Hair
1942,Lance Temple (Texas Kid) (Earth-616),Secret Identity,Orange Hair
1943,Fenris Wolf (Earth-616),Public Identity,Black Hair
1944,Norton McCoy (Earth-616),,Brown Hair
1945,Bast (Goddess) (Earth-616),No Dual Identity,Black Hair
1946,Theodore Roberts (Earth-616),Public Identity,Brown Hair
1947,Franz Cadavus (Earth-616),,Blond Hair
1948,Paul Destine (Earth-616),Secret Identity,Brown Hair
1949,Alex Nevsky (Earth-616),Secret Identity,Brown Hair
1950,Mindy McPherson (Earth-616),No Dual Identity,Black Hair
1951,"Clark Savage, Jr. (Earth-616)",No Dual Identity,Bronze Hair
1952,Dakimh (Earth-616),,White Hair
1953,John D. Armbruster (Earth-616),Public Identity,
1954,Dweller-in-Darkness (Earth-616),Secret Identity,No Hair
1955,Lloyd Bloch (Earth-616),Public Identity,Blond Hair
1956,Yagzan (Earth-616),Secret Identity,No Hair
1957,Alexandra Rasputina (Earth-616),Secret Identity,Grey Hair
1958,Horus (Deity) (Earth-616),Public Identity,No Hair
1959,Krakoa (Earth-616),Secret Identity,No Hair
1960,Nathaniel Alexander Byrd (Earth-616),Public Identity,
1961,Norma Astrovik (Earth-616),Public Identity,Brown Hair
1962,Werner Schmidt (Brain Drain) (Earth-616),Secret Identity,No Hair
1963,Aaron English (Earth-616),Public Identity,Strawberry Blond Hair
1964,Aaron Salomon (Earth-616),Secret Identity,No Hair
1965,Barton Hamilton (Earth-616),Secret Identity,Black Hair
1966,Kingo Sunen (Earth-616),Public Identity,Black Hair
1967,Nykonn (Earth-616),,
1968,Hoder Villison (Earth-616),Secret Identity,White Hair
1969,Jackson Weele (Earth-616),Secret Identity,Grey Hair
1970,Jonathan Drew (Earth-616),Public Identity,Black Hair
1971,Alejandro Montoya (Earth-616),Secret Identity,Black Hair
1972,Necromon (Earth-616),,
1973,Asmodeus (Demon) (Earth-616),Secret Identity,Black Hair
1974,Carter Blaire (Earth-616),No Dual Identity,Black Hair
1975,Hamilton Slade (Rider) (Earth-616),Secret Identity,Blond Hair
1976,Agnar of Vanaheim (Earth-616),Secret Identity,Black Hair
1977,Doug Thompson (Earth-616),Public Identity,Brown Hair
1978,Gardner Monroe (Earth-616),Secret Identity,Black Hair
1979,Gayle Watson (Earth-616),No Dual Identity,Brown Hair
1980,Plague (Earth-616),Secret Identity,Brown Hair
1981,Thomas Lennox (Earth-616),Secret Identity,Black Hair
1982,Alton Vibereaux (Earth-616),Public Identity,Black Hair
1983,Manslaughter (Earth-616),Secret Identity,
1984,Keiv (Earth-616),Public Identity,Bald
1985,Mongoose (Earth-616),Secret Identity,Bald
1986,Robin Braxton (Earth-616),Public Identity,Red Hair
1987,Mister Jip (Earth-616),Secret Identity,White Hair
1988,Buck Cashman (Earth-616),Secret Identity,Brown Hair
1989,Eduardo Lobo (Earth-616),Public Identity,Black Hair
1990,Takashi Matsuya (Earth-616),Public Identity,Black Hair
1991,Teresa Vasquez (Earth-616),Secret Identity,Black Hair
1992,Albert Cleary (Earth-616),No Dual Identity,Brown Hair
1993,Bliss (Morlock) (Earth-616),Secret Identity,Bald
1994,Fin (Intruders) (Earth-616),Secret Identity,Black Hair
1995,Samantha Joyce (Earth-616),Public Identity,Black Hair
1996,Gary Paretsky (Earth-616),Public Identity,Brown Hair
1997,Neal Saroyan (Earth-616),Public Identity,Black Hair
1998,Cyttorak (Earth-616),Secret Identity,Variable Hair
1999,John Wraith (Earth-616),No Dual Identity,Bald
2000,Korath-Thak (Earth-616),Public Identity,Bald
2001,Pilgrim (Earth-616),Secret Identity,Black Hair
2002,Carl Denti (Earth-616),Public Identity,Brown Hair
2003,"Jacob Gavin, Jr. (Earth-616)",Secret Identity,Black Hair
2004,Malcolm Murphy (Earth-616),Secret Identity,Orange Hair
2005,Noah DuBois (Earth-616),Public Identity,Black Hair
2006,Mister Nacht (Earth-616),Secret Identity,
2007,Kevin Tremain (Earth-616),Secret Identity,Black Hair
2008,Gator (Earth-616),Secret Identity,No Hair
2009,Lord Tyger (Earth-616),Secret Identity,Orange Hair
2010,John Ryker (Earth-616),Public Identity,Grey Hair
2011,Pixie (First Line) (Earth-616),Secret Identity,Red Hair
2012,Davis Cameron (Earth-616),Secret Identity,Blond Hair
2013,Wild Sentinels (Earth-616),Public Identity,
2014,Evangeline Whedon (Earth-616),Public Identity,Black Hair
2015,Kiden Nixon (Earth-616),Secret Identity,Brown Hair
2016,Ultimaton (Earth-616),Secret Identity,No Hair
2017,Gilberto Corazon (Earth-616),Public Identity,Black Hair
2018,Ismael Ortega (Earth-616),No Dual Identity,Black Hair
2019,Miguel Legar (Earth-616),,Black Hair
2020,Ord (Breakworld) (Earth-616),Secret Identity,Black Hair
2021,Patrick Mulligan (Earth-616),Secret Identity,Brown Hair
2022,Titannus (Earth-5012),,No Hair
2023,Angmo-Asan (Earth-616),Public Identity,Bald
2024,Demetrius Lazer (Earth-616),Public Identity,Black Hair
2025,Kimura (Earth-616),Public Identity,Black Hair
2026,Crosta (Earth-616),No Dual Identity,No Hair
2027,Janice Lincoln (Earth-616),Secret Identity,Black Hair
2028,Walter Macken (Earth-616),No Dual Identity,
2029,Maximilian Frankenstein (Earth-616),Public Identity,Blond Hair
2030,Lucky (Earth-616),No Dual Identity,
2031,Ex Nihilo (Earth-616),No Dual Identity,Bald
2032,Scott Adsit (Earth-616),No Dual Identity,Bald
2033,Leila Davis (Earth-616),Public Identity,Black Hair
2034,Earl Everett (Earth-616),Secret Identity,Brown Hair
2035,Valkin (Earth-616),Secret Identity,Black Hair
2036,Peter Noble (Earth-616),Secret Identity,Brown Hair
2037,Pepper Burns (Earth-616),Public Identity,Red Hair
2038,Mary Mitchell (Earth-616),Public Identity,Blond Hair
2039,Emilio Diaz (Earth-616),Public Identity,Black Hair
2040,Red Hawk (Cheyenne) (Earth-616),Public Identity,Black Hair
2041,Thunder (Texas Kid) (Earth-616),Public Identity,White Hair
2042,Lightning (Dog) (Earth-616),Public Identity,White Hair
2043,Whirlwind (Horse) (Earth-616),Public Identity,
2044,Elendil (Earth-616),,Black Hair
2045,Skuld (Earth-616),No Dual Identity,
2046,Edna Andrews (Earth-616),,Brown Hair
2047,Francois Le Blanc (Earth-616),Secret Identity,
2048,Humanoids (Leader) (Earth-616),Secret Identity,
2049,Lucifer (Quist) (Earth-616),Secret Identity,Black Hair
2050,Maa-Gor (Earth-616),Public Identity,
2051,Dredmund Cromwell (Earth-616),Public Identity,Black Hair
2052,Volla (Earth-616),Secret Identity,White Hair
2053,Raniero Drago (Earth-616),Public Identity,Black Hair
2054,Angelo Baldini (Earth-616),,
2055,Eric Gruning (Earth-616),,
2056,Gor-Tok (Earth-616),Public Identity,Brown Hair
2057,Ivan Krushki (Earth-616),Public Identity,Grey Hair
2058,Lemuel Dorcas (Earth-616),No Dual Identity,Brown Hair
2059,Torgo (Mekkan) (Earth-616),No Dual Identity,No Hair
2060,Noah Perricone (Earth-616),Secret Identity,
2061,Ellen Brandt (Earth-616),No Dual Identity,Brown Hair
2062,Gog (Tsiln) (Earth-616),Secret Identity,Blond Hair
2063,Andrew Blodgett Mayfair (Earth-616),No Dual Identity,Red Hair
2064,Krista (Earth-616),No Dual Identity,Blond Hair
2065,Snake Dance (Earth-616),,Black Hair
2066,Candace Nelson (Earth-616),No Dual Identity,
2067,Hugh Jones (Earth-616),No Dual Identity,Black Hair
2068,Katherine Reynolds (Earth-616),Public Identity,Blond Hair
2069,Ward Meachum (Earth-616),,White Hair
2070,Kray-Tor (Earth-616),Public Identity,No Hair
2071,Lisa Castle (Earth-616),Public Identity,Blond Hair
2072,Maria Castle (Earth-616),,Blond Hair
2073,Mimir (Earth-616),No Dual Identity,No Hair
2074,Osiris (Earth-616),Public Identity,
2075,Tode (Earth-616),No Dual Identity,No Hair
2076,Katherine Summers (Earth-616),Public Identity,Blond Hair
2077,Rodney Kemp (Earth-616),,
2078,Ross Horton (Earth-616),Public Identity,
2079,Uni-Mind (Earth-616),Secret Identity,No Hair
2080,Helmut Gruler (Earth-616),Secret Identity,Black Hair
2081,Hugh Howards (Earth-616),,
2082,Mister Chambers (Earth-616),Secret Identity,Red Hair
2083,Jonathan Clark (Earth-616),Public Identity,Black Hair
2084,Doris Urich (Earth-616),No Dual Identity,Brown Hair
2085,Hellhounds (Earth-616),,
2086,Atum (Earth-616),Secret Identity,No Hair
2087,Bereet (Earth-616),No Dual Identity,No Hair
2088,Brendon Doyle (Earth-616),Secret Identity,Red Hair
2089,Leonard Hebb (Earth-616),Public Identity,Black Hair
2090,Biotron II (Earth-616),No Dual Identity,
2091,Jester IV (Earth-616),Public Identity,Green Hair
2092,Microtron II (Earth-616),,
2093,Candi (Earth-616),,
2094,Kofi Whitemane (Earth-616),Secret Identity,Black Hair
2095,Jalome Beacher (Earth-616),Secret Identity,Black Hair
2096,Buck Chisholm (Earth-616),Secret Identity,Brown Hair
2097,Nenora (Earth-616),Secret Identity,Black Hair
2098,Carlton Drake (Earth-616),Secret Identity,Brown Hair
2099,Matthew Plunder (Earth-616),Public Identity,Blond Hair
2100,Eric Savin (Earth-616),Secret Identity,Black Hair
2101,Mikel Fury (Earth-616),Secret Identity,Brown Hair
2102,Zanti Chikane (Earth-616),No Dual Identity,Black Hair
2103,Kurt Gerhardt (Earth-616),Secret Identity,Brown Hair
2104,Buford Wilson (Earth-616),Secret Identity,Blond Hair
2105,St. Johnny (Earth-616),No Dual Identity,
2106,Ernst Sablinova (Earth-616),Secret Identity,Silver Hair
2107,Kodiak (Earth-616),Secret Identity,
2108,Oonagh Mullarkey (Earth-616),,Black Hair
2109,Scott Washington (Earth-616),Secret Identity,Black Hair
2110,Theodore Winchester (Earth-616),,
2111,Wyre (Earth-616),Secret Identity,Brown Hair
2112,Maxwell Taylor (Earth-616),Secret Identity,Blond Hair
2113,Scream (Symbiote) (Earth-616),,
2114,Bathsheva Joseph (Earth-616),No Dual Identity,
2115,Blitziana (Earth-616),Secret Identity,Gold Hair
2116,Cathy Webster (Earth-616),Secret Identity,Blond Hair
2117,Medea (Earth-616),Secret Identity,Black Hair
2118,Semiramis (Earth-616),Secret Identity,White Hair
2119,Giuletta Nefaria (Masque) (Earth-616),Secret Identity,Black Hair
2120,Ryder (Earth-616),Secret Identity,Black Hair
2121,Fang (Replacement) (Earth-616),Secret Identity,Brown Hair
2122,Baymax (Earth-616),Secret Identity,No Hair
2123,Duane Freeman (Earth-616),Public Identity,Bald
2124,Hiro Takachiho (Earth-616),Secret Identity,Black Hair
2125,Morris Maxwell (Earth-616),No Dual Identity,White Hair
2126,Isabella Carmela Magdalena Gnucci (Earth-616),,Black Hair
2127,Oubliette Midas (Earth-616),Secret Identity,Blond Hair
2128,Francis Klum (Earth-616),Secret Identity,Brown Hair
2129,Cassie Lathrop (Earth-616),No Dual Identity,Blond Hair
2130,Christopher Seyfert (Earth-616),Public Identity,Blond Hair
2131,Jolen (Earth-616),Secret Identity,Brown Hair
2132,Peter Seyfert (Earth-616),Public Identity,Brown Hair
2133,"Louis Sadler, Jr. (Earth-616)",Secret Identity,Blond Hair
2134,Zuzha Yu (Earth-616),Secret Identity,Black Hair
2135,Arch-E-5912 (Earth-616),Secret Identity,
2136,Ero (Earth-616),Secret Identity,Blond Hair
2137,Leper Queen (Earth-616),Known to Authorities Identity,Bald
2138,Mister Lao (Earth-616),Secret Identity,No Hair
2139,Eliphas (Earth-616),Secret Identity,Black Hair
2140,Eric Gitter (Earth-616),Secret Identity,Bald
2141,Irani Rael (Earth-616),Secret Identity,
2142,Egghead (Robot) (Earth-616),,No Hair
2143,Benito Serrano (Earth-616),Secret Identity,Black Hair
2144,Reginald Fortean (Earth-616),Public Identity,Black Hair
2145,Wally Layton (Earth-616),No Dual Identity,Brown Hair
2146,Charles Xavier (Legion Personality) (Earth-616),Secret Identity,Bald
2147,Theodore Marley Brooks (Earth-616),No Dual Identity,
2148,Arno Stark (Earth-616),No Dual Identity,Black Hair
2149,Daniel Rose (Earth-616),Secret Identity,Brown Hair
2150,William Waring (Earth-616),Secret Identity,Red Hair
2151,Winston Churchill (Earth-616),Public Identity,
2152,James Bennett (Earth-616),Public Identity,Brown Hair
2153,Albert Malik (Earth-616),Secret Identity,White Hair
2154,Cliff Mason (Earth-616),Public Identity,Black Hair
2155,Pat Mahoney (Earth-616),Public Identity,Blond Hair
2156,Apache (Earth-616),No Dual Identity,
2157,Randy Clayton (Earth-616),Public Identity,Black Hair
2158,Rawhide Kid (Earth-616),Secret Identity,Blond Hair
2159,John F. Kennedy (Earth-616),No Dual Identity,
2160,Pamela Hawley (Earth-616),Public Identity,
2161,Leonardo da Vinci (Earth-616),Public Identity,Blond Hair
2162,Verdandi (Earth-616),No Dual Identity,Black Hair
2163,Harris Hobbs (Earth-616),,
2164,Sentinel Mk I (Earth-616),No Dual Identity,No Hair
2165,Xandu (Sorcerer) (Earth-616),Secret Identity,White Hair
2166,Artemis (Olympian) (Earth-616),No Dual Identity,Strawberry Blond Hair
2167,Sayge (Earth-616),,
2168,Jun Ching (Earth-616),,
2169,Joseph Timms (Earth-616),Secret Identity,No Hair
2170,Kinji Obatu (Earth-616),Secret Identity,Black Hair
2171,Sentinels Mk II (Earth-616),No Dual Identity,No Hair
2172,Harlan Vargas (Earth-616),Secret Identity,Auburn Hair
2173,Jack Kleveno (Earth-616),Secret Identity,
2174,Willard Weir (Earth-616),,Black Hair
2175,Johnny Wakely (Earth-616),Secret Identity,Black Hair
2176,Michael Stockton (Earth-616),Secret Identity,Bald
2177,Benjamin Donovan (Earth-616),No Dual Identity,Black Hair
2178,Raymond Coker (Earth-616),Secret Identity,Black Hair
2179,Zephyr (Earth-616),No Dual Identity,Black Hair
2180,"Frank Castle, Jr. (Earth-616)",Public Identity,Black Hair
2181,Gina Morelli (Earth-616),Public Identity,Black Hair
2182,Michael Rossi (Earth-616),Public Identity,Brown Hair
2183,Nikolai Rasputin (Earth-616),Secret Identity,Black Hair
2184,Jacko Tanner (Earth-616),No Dual Identity,Brown Hair
2185,Thomas Lightner (Earth-616),,Brown Hair
2186,Anthony Davis (Earth-616),Secret Identity,Black Hair
2187,Basil Crushstone (Earth-616),Secret Identity,
2188,Django Maximoff (Earth-616),,Black Hair
2189,Frank Gianelli (Earth-616),,
2190,Greg Salinger (Earth-616),Public Identity,Blond Hair
2191,Minn-Erva (Earth-616),Public Identity,Black Hair
2192,Primus (Android) (Earth-616),Secret Identity,No Hair
2193,Vakume (Earth-616),Secret Identity,
2194,Belladonna (Microverse) (Earth-616),,White Hair
2195,Jonas Hale (Earth-616),Secret Identity,Brown Hair
2196,Sarah Clark (Earth-616),Public Identity,Auburn Hair
2197,Scotty McDowell (Earth-616),Secret Identity,Brown Hair
2198,Abdul Qamar (Earth-616),Secret Identity,Black Hair
2199,Dennis Bukowski (Earth-616),No Dual Identity,Red Hair
2200,Degrayde (Earth-616),Public Identity,Bald
2201,James Marks (Earth-616),Secret Identity,Blond Hair
2202,Nanotron,Public Identity,
2203,Varnae (Earth-616),Secret Identity,Green Hair
2204,Arthur Blackwood (Earth-616),Secret Identity,Brown Hair
2205,Gregory Nettles (Earth-616),Public Identity,Brown Hair
2206,Melina Vostokoff (Earth-616),Secret Identity,
2207,Red Queen (Earth-616),,Red Hair
2208,Tweedledope (Earth-616),,
2209,Ape (Morlock) (Earth-616),,
2210,Gilpetperdon (Earth-616),Secret Identity,Gold Hair
2211,Leir (Earth-616),Secret Identity,Auburn Hair
2212,Louis Hamilton (Earth-616),Secret Identity,Black Hair
2213,Ariana Saddiqi (Earth-616),Secret Identity,Blond Hair
2214,Cecilia Cardinale (Earth-616),Secret Identity,Brown Hair
2215,Nigel Frobisher (Earth-616),Public Identity,Blond Hair
2216,Tam Anderson (Earth-616),,Red Hair
2217,Bart Rozum (Earth-616),No Dual Identity,Red Hair
2218,J. R. Walker (Earth-616),,Black Hair
2219,Nikolaus Geist (Earth-616),Secret Identity,White Hair
2220,Philip Sterns (Earth-616),Secret Identity,Blond Hair
2221,Vostok (Earth-616),Public Identity,Bald
2222,Whiteout (Earth-616),Secret Identity,
2223,Andrew Jackson (Earth-616),Public Identity,Blond Hair
2224,At-Lass (Earth-616),Public Identity,Black Hair
2225,Breeze James (Earth-616),Secret Identity,Black Hair
2226,Thomas Sorenson (Earth-616),Secret Identity,Blond Hair
2227,Allegra Bazin (Earth-616),,
2228,Esteban Beach (Earth-616),Public Identity,Brown Hair
2229,Fabian Marechal-Julbin (Earth-616),Secret Identity,Brown Hair
2230,Jeff Hagees (Earth-616),Secret Identity,Red Hair
2231,Phillipe Bazin (Earth-616),Public Identity,Black Hair
2232,Alexis Primo (Earth-616),No Dual Identity,Brown Hair
2233,Craig Blaze (Earth-616),Public Identity,
2234,Emma Blaze (Earth-616),Public Identity,
2235,Gawain (Earth-616),Secret Identity,Bald
2236,Jamie Flores (Earth-616),Secret Identity,Brown Hair
2237,Alkhema (Earth-616),No Dual Identity,No Hair
2238,Isaac Javitz (Earth-616),Secret Identity,Brown Hair
2239,Katu Kath (Earth-616),Secret Identity,Grey Hair
2240,Mary Lavinia Octavius (Earth-616),No Dual Identity,Blue Hair
2241,Roberto da Costa (Reignfire) (Earth-616),Secret Identity,No Hair
2242,Veronica Benning (Earth-616),Public Identity,Black Hair
2243,Boone (Earth-616),Secret Identity,Brown Hair
2244,Chakra (Earth-616),Secret Identity,Black Hair
2245,Emrys Killebrew (Earth-616),Public Identity,Grey Hair
2246,Gregor (Earth-616),Secret Identity,Bald
2247,Llyron McKenzie (Earth-616),Public Identity,Black Hair
2248,Piezo-electrical Logistic Analytical Tactical Operator (Earth-616),Secret Identity,
2249,Xenith (Earth-616),Secret Identity,Bald
2250,Alison Mongrain (Earth-616),,Red Hair
2251,Delilah Dearborn (Earth-616),Public Identity,Brown Hair
2252,Hope Hibbert (Earth-616),Public Identity,Brown Hair
2253,Lady Vermin (Earth-616),,Brown Hair
2254,Green Goblin (Construct) (Earth-616),Secret Identity,No Hair
2255,Fiz (Earth-616),Public Identity,Black Hair
2256,James Howlett (Skrull) (Earth-616),Secret Identity,No Hair
2257,Vargas (Earth-616),Secret Identity,Black Hair
2258,Woodstock Schumaker (Earth-616),Secret Identity,Blond Hair
2259,Azazel (Earth-616),Secret Identity,Grey Hair
2260,Patricia Robertson (Earth-616),Secret Identity,Strawberry Blond Hair
2261,Absolon Mercator (Earth-616),Secret Identity,No Hair
2262,Anti-Cap (Earth-616),Secret Identity,Black Hair
2263,Arthur Zix (Earth-616),Secret Identity,Grey Hair
2264,Ditto (Earth-616),Secret Identity,Black Hair
2265,Maxwell Jordan (Earth-616),Secret Identity,Brown Hair
2266,Wicked (Earth-616),Secret Identity,Black Hair
2267,Itsu (Earth-616),No Dual Identity,Black Hair
2268,Jacob Oh (Earth-616),Secret Identity,Black Hair
2269,Jake Slayton (Earth-616),,
2270,Matthew Risman (Earth-616),Secret Identity,Brown Hair
2271,Walter Declun (Earth-616),,Brown Hair
2272,Kate Kildare (Earth-616),No Dual Identity,Blond Hair
2273,Milo Fields (Earth-616),Public Identity,Black Hair
2274,William Cobb III (Earth-616),Public Identity,
2275,Ol-Sahm (Earth-616),Public Identity,No Hair
2276,Qubit (Earth-616),Secret Identity,No Hair
2277,Anton Vanko (Whiplash) (Earth-616),Secret Identity,Black Hair
2278,Br\u00fcn (Earth-616),Secret Identity,White Hair
2279,Doug Johnson III (Earth-616),Public Identity,Blond Hair
2280,Ms. Lion (Earth-616),Public Identity,White Hair
